agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,30,5,middle,TRUE,Albert Santiago,teacher,Santiago,resB,school,351660.23,1109.89,41.62,Support student learning | Monitor construction complaints in resB | Share verified updates with neighbors for Cruz-Montemayor household,0.688,0.103,0.644,0.778,0.828,0.693,0.688
413,F,66,1,upper,TRUE,Wilhelmina Salazar-Cojuangco,elder_retiree,Salazar-Cojuangco,resA,residential_area,539094.61,1168.27,41.85,Protect household routines | Monitor construction complaints in resA | Share verified updates through family chats for Salazar-Cojuangco household,0.740,0.143,0.525,0.587,0.437,0.307,0.447
414,F,62,4,upper,TRUE,Olivia Valenzuela,private_sector_manager,Valenzuela,resA,business_district,594618.04,8897.16,36.80,Meet team and business targets | Monitor school attendance in resA | Share verified updates through school contacts for Valenzuela household,0.620,0.388,0.610,0.616,0.662,0.682,0.435
415,F,71,3,upper,TRUE,Isabel Bonifacio,property_owner_retiree,Bonifacio,resA,residential_area,671879.93,3943.76,48.17,Protect family assets and routines | Monitor school attendance in resA | Share verified updates at community meetings for Bonifacio household,0.499,0.268,0.380,0.776,0.585,0.590,0.282
416,M,66,5,upper,TRUE,Salvador Salazar-Corpuz,cso_organizer,Salazar-Corpuz,resA,community_office,809061.12,1905.62,51.32,Mobilize community support | Monitor transport rumors in resA | Share verified updates with neighbors for Salazar-Corpuz household,0.433,0.271,0.812,0.776,0.955,0.427,0.379
417,F,21,4,upper,TRUE,Andrea Salazar-DelRosario,student,Salazar-DelRosario,resA,school,637959.54,0.00,41.93,Finish school requirements | Monitor market prices in resA | Share verified updates through school contacts for Salazar-DelRosario household,0.798,0.237,0.293,0.536,0.699,0.303,0.551
418,F,30,5,upper,TRUE,Ximena Carpio,doctor,Carpio,resA,clinic,738231.12,7438.01,77.64,Keep patient care reliable | Monitor construction complaints in resA | Share verified updates at community meetings for Carpio household,0.585,0.550,0.777,0.583,0.699,0.882,0.502
419,M,48,4,upper,TRUE,Isidro Cruz-Soriano,barangay_kagawad,Cruz-Soriano,resA,barangay_hall,642256.17,1406.23,37.82,Respond to resident concerns | Monitor budget gossip in resA | Share verified updates during barangay visits for Cruz-Soriano household,0.569,0.636,0.913,0.654,0.780,0.567,0.199
420,M,29,2,upper,TRUE,Oscar Cruz-Guevarra,business_owner,Cruz-Guevarra,resA,business_district,840709.75,10663.95,68.77,Protect business reputation | Monitor school attendance in resA | Share verified updates through family chats for Cruz-Guevarra household,0.490,0.408,0.644,0.420,0.585,0.299,0.166
421,M,42,3,lower,TRUE,Rolando Legaspi,construction_worker,Legaspi,resC,construction_site,123217.56,919.79,34.90,Keep steady construction work | Monitor service quality in resC | Share verified updates during barangay visits for Legaspi household,0.454,0.464,0.393,0.649,0.777,0.273,0.478
422,F,27,2,lower,TRUE,Beatriz Salazar-Mendoza,construction_worker,Salazar-Mendoza,resC,construction_site,79091.15,841.39,41.63,Keep steady construction work | Monitor election promises in resC | Share verified updates with neighbors for Salazar-Mendoza household,0.512,0.235,0.241,0.553,0.585,0.517,0.361
423,M,29,2,upper,TRUE,Nico Cruz-Garcia,market_stall_owner,Cruz-Garcia,resA,market,515633.17,1866.20,52.94,Keep market stall profitable | Monitor permit delays in resA | Share verified updates at community meetings for Cruz-Garcia household,0.448,0.476,0.171,0.800,0.485,0.407,0.300
424,M,39,5,upper,TRUE,Mark Salazar-Abad,barangay_kagawad,Salazar-Abad,resA,barangay_hall,648503.22,2364.61,48.08,Respond to resident concerns | Monitor safety reports in resA | Share verified updates at community meetings for Salazar-Abad household,0.305,0.403,0.627,0.782,0.705,0.434,0.259
425,F,23,5,lower,TRUE,Mikaela Manalo,teacher,Manalo,resC,school,87770.96,1732.80,51.73,Support student learning | Monitor transport rumors in resC | Share verified updates through family chats for Manalo household,0.456,0.043,0.676,0.630,0.803,0.942,0.439
426,M,18,2,upper,TRUE,Martin Salazar-Espiritu,student,Salazar-Espiritu,resA,school,475535.32,0.00,39.32,Finish school requirements | Monitor road repairs in resA | Share verified updates with neighbors for Salazar-Espiritu household,0.350,0.143,0.560,0.294,0.677,0.552,0.364
427,M,34,3,upper,TRUE,Yohan Cruz-Enriquez,barangay_treasurer,Cruz-Enriquez,resA,barangay_hall,672615.92,2839.91,59.70,Track barangay funds carefully | Monitor health-center queues in resA | Share verified updates through school contacts for Cruz-Enriquez household,0.458,0.574,0.274,0.539,0.533,0.365,0.000
428,M,26,4,upper,TRUE,Ulysses Cruz-Tan,local_journalist,Cruz-Tan,resA,media_office,664211.14,2423.78,51.68,Verify and report local information | Monitor budget gossip in resA | Share verified updates at community meetings for Cruz-Tan household,0.710,0.389,0.206,0.613,0.552,0.384,0.439
429,F,70,2,upper,TRUE,Gloria Javier,elder_retiree,Javier,resA,residential_area,517684.87,521.36,65.49,Protect household routines | Monitor safety reports in resA | Share verified updates with neighbors for Javier household,0.642,0.303,0.279,0.560,0.673,0.585,0.577
430,F,32,2,upper,TRUE,Rosa Fajardo,business_owner,Fajardo,resA,business_district,424419.68,7689.28,48.05,Protect business reputation | Monitor market prices in resA | Share verified updates during barangay visits for Fajardo household,0.507,0.415,0.624,0.765,0.632,0.337,0.172
431,F,45,5,upper,TRUE,Zenaida Bautista,teacher,Bautista,resA,school,821877.73,3309.45,59.44,Support student learning | Monitor transport rumors in resA | Share verified updates through coworkers for Bautista household,0.442,0.153,0.490,0.820,0.980,0.785,0.515
432,F,34,3,upper,TRUE,Maribel Cruz-Perez,business_owner,Cruz-Perez,resA,business_district,727686.82,9722.68,69.12,Protect business reputation | Monitor job leads in resA | Share verified updates at the market for Cruz-Perez household,0.528,0.148,0.687,0.143,0.676,0.402,0.212
433,M,34,3,upper,TRUE,Berto Cruz-Padilla,business_owner,Cruz-Padilla,resA,business_district,762801.47,11471.65,69.85,Protect business reputation | Monitor budget gossip in resA | Share verified updates during barangay visits for Cruz-Padilla household,0.687,0.285,0.658,0.490,0.670,0.561,0.423
434,M,38,2,upper,TRUE,Alfredo Salazar-Cabral,market_stall_owner,Salazar-Cabral,resA,market,629763.93,4547.72,51.29,Keep market stall profitable | Monitor road repairs in resA | Share verified updates at the market for Salazar-Cabral household,0.541,0.129,0.509,0.558,0.543,0.495,0.267
435,F,43,5,middle,TRUE,Beatriz Santiago,civil_servant_admin,Santiago,resB,municipal_hall,352115.18,1028.15,40.88,Keep public records accurate | Monitor budget gossip in resB | Share verified updates at community meetings for Santiago household,0.805,0.300,0.477,0.680,0.853,0.526,0.504
436,M,19,3,upper,TRUE,Dante Salazar,student,Salazar,resA,school,722606.92,0.00,44.35,Finish school requirements | Monitor service quality in resA | Share verified updates at the market for Salazar household,0.777,0.204,0.424,0.587,0.558,0.465,0.341
437,M,20,3,upper,TRUE,Lando Cruz-Carpio,student,Cruz-Carpio,resA,school,629103.20,0.00,54.70,Finish school requirements | Monitor construction complaints in resA | Share verified updates through school contacts for Cruz-Carpio household,0.703,0.344,0.383,0.448,0.592,0.751,0.319
438,F,30,2,lower,TRUE,Diana Macaraeg,unemployed_jobseeker,Macaraeg,resC,residential_area,64421.47,8.69,40.73,Find stable short-term work | Monitor barangay aid lists in resC | Share verified updates through family chats for Macaraeg household,0.432,0.334,0.510,0.603,0.329,0.325,0.104
439,F,27,5,middle,TRUE,Cely Salazar-Navarro,civil_servant_admin,Salazar-Navarro,resB,municipal_hall,407073.55,1249.49,51.41,Keep public records accurate | Monitor safety reports in resB | Share verified updates during commute routes for Salazar-Navarro household,0.520,0.495,0.357,0.709,0.923,0.321,0.212
440,F,18,2,upper,TRUE,Daisy Salazar-Enriquez,student,Salazar-Enriquez,resA,school,529313.71,0.00,25.72,Finish school requirements | Monitor service quality in resA | Share verified updates during commute routes for Salazar-Enriquez household,0.583,0.088,0.376,0.343,0.556,0.569,0.543
441,F,24,5,middle,TRUE,Ligaya Cruz-Enriquez,civil_servant_admin,Cruz-Enriquez,resB,municipal_hall,164490.09,2087.63,30.17,Keep public records accurate | Monitor budget gossip in resB | Share verified updates during commute routes for Cruz-Enriquez household,0.465,0.457,0.634,0.598,0.980,0.787,0.544
442,M,73,3,upper,TRUE,Salvador Salazar-Pascual,elder_retiree,Salazar-Pascual,resA,residential_area,567047.21,2226.11,76.83,Protect household routines | Monitor barangay aid lists in resA | Share verified updates through coworkers for Salazar-Pascual household,0.297,0.321,0.414,0.840,0.408,0.303,0.074
443,F,18,2,upper,TRUE,Wilhelmina Salazar-Gomez,student,Salazar-Gomez,resA,school,534356.04,0.00,43.06,Finish school requirements | Monitor road repairs in resA | Share verified updates through school contacts for Salazar-Gomez household,0.653,0.240,0.268,0.631,0.641,0.482,0.466
444,F,72,5,middle,TRUE,Nicole Cruz-Cervantes,lawyer,Cruz-Cervantes,resB,court_office,296368.55,5200.00,51.89,Protect due process and clients | Monitor transport rumors in resB | Share verified updates during commute routes for Cruz-Cervantes household,0.457,0.076,0.529,0.578,0.980,0.433,0.543
445,M,37,3,upper,TRUE,Diosdado Cojuangco,market_stall_owner,Cojuangco,resA,market,807023.90,2738.35,60.06,Keep market stall profitable | Monitor barangay aid lists in resA | Share verified updates through school contacts for Cojuangco household,0.589,0.164,0.578,0.403,0.487,0.492,0.379
446,F,38,3,upper,TRUE,Annaliza Cruz-Gregorio,business_owner,Cruz-Gregorio,resA,business_district,923412.63,6059.20,43.26,Protect business reputation | Monitor family welfare in resA | Share verified updates at community meetings for Cruz-Gregorio household,0.487,0.325,0.672,0.561,0.671,0.288,0.230
447,M,18,2,upper,TRUE,Paulo Salazar-Perez,student,Salazar-Perez,resA,school,793397.44,0.00,34.12,Finish school requirements | Monitor medicine availability in resA | Share verified updates through school contacts for Salazar-Perez household,0.718,0.255,0.342,0.520,0.555,0.133,0.511
448,M,39,3,upper,TRUE,Adrian Salazar-Abad,business_owner,Salazar-Abad,resA,business_district,913316.21,8396.59,63.63,Protect business reputation | Monitor budget gossip in resA | Share verified updates through school contacts for Salazar-Abad household,0.508,0.523,0.651,0.459,0.670,0.640,0.158
449,M,37,3,upper,TRUE,Noel Salazar-Mendoza,contractor_owner,Salazar-Mendoza,resA,construction_office,709545.66,4716.47,78.69,Win and complete project contracts | Monitor permit delays in resA | Share verified updates at community meetings for Salazar-Mendoza household,0.508,0.564,0.636,0.622,0.670,0.423,0.294
450,M,19,3,upper,TRUE,Samuel Salazar-Soriano,student,Salazar-Soriano,resA,school,774774.94,0.00,60.25,Finish school requirements | Monitor family welfare in resA | Share verified updates at the market for Salazar-Soriano household,0.180,0.335,0.462,0.413,0.479,0.460,0.089
451,M,65,4,upper,TRUE,Daniel Cruz,barangay_captain,Cruz,resA,barangay_hall,956275.91,3924.97,59.66,Coordinate barangay priorities | Monitor construction complaints in resA | Share verified updates at the market for Panganiban household,0.500,0.386,0.802,0.889,0.735,0.559,0.746
452,M,38,4,upper,TRUE,Dante Salazar-Ferrer,contractor_owner,Salazar-Ferrer,resA,construction_office,2030807.57,4233.56,77.60,Win and complete project contracts | Monitor budget gossip in resA | Share verified updates at the market for Salazar-Ferrer household,0.516,0.685,0.810,0.697,0.838,0.178,0.106
453,F,37,2,upper,TRUE,Theresa Salazar-Torres,business_owner,Salazar-Torres,resA,business_district,808676.08,11045.71,40.55,Protect business reputation | Monitor service quality in resA | Share verified updates at the market for Salazar-Torres household,0.384,0.297,0.668,0.930,0.641,0.385,0.167
454,M,43,3,upper,TRUE,Rafael Salazar-Domingo,market_stall_owner,Salazar-Domingo,resA,market,843439.10,2789.18,49.18,Keep market stall profitable | Monitor health-center queues in resA | Share verified updates through family chats for Salazar-Domingo household,0.525,0.326,0.439,0.321,0.587,0.344,0.434
455,M,71,3,upper,TRUE,Joshua Castillo,elder_retiree,Castillo,resA,residential_area,497949.04,1304.71,25.95,Protect household routines | Monitor medicine availability in resA | Share verified updates during commute routes for Castillo household,0.797,0.348,0.322,0.871,0.650,0.370,0.520
456,M,25,4,lower,TRUE,Berto Valenzuela,unemployed_jobseeker,Valenzuela,resC,residential_area,151851.00,85.69,21.79,Find stable short-term work | Monitor health-center queues in resC | Share verified updates through coworkers for Valenzuela household,0.395,0.215,0.456,0.543,0.588,0.275,0.216
457,M,38,2,lower,TRUE,Christian Perez,unemployed_jobseeker,Perez,resC,residential_area,81383.98,37.11,44.69,Find stable short-term work | Monitor safety reports in resC | Share verified updates at the market for Perez household,0.451,0.387,0.433,0.661,0.518,0.658,0.429
458,F,67,4,upper,TRUE,Esperanza Salazar-Uy,elder_retiree,Salazar-Uy,resA,residential_area,510948.82,1225.77,49.33,Protect household routines | Monitor road repairs in resA | Share verified updates at community meetings for Salazar-Uy household,0.581,0.255,0.231,0.725,0.739,0.283,0.212
459,F,41,4,middle,TRUE,Hannah Cruz-Co,teacher,Cruz-Co,resB,school,346745.53,2107.51,68.07,Support student learning | Monitor barangay aid lists in resB | Share verified updates at the market for Cruz-Co household,0.581,0.205,0.623,0.641,0.776,0.713,0.650
460,M,29,3,upper,TRUE,Quirino Lopez,contractor_owner,Lopez,resA,construction_office,632420.13,9936.17,34.06,Win and complete project contracts | Monitor road repairs in resA | Share verified updates during commute routes for Lopez household,0.525,0.322,0.670,0.736,0.600,0.358,0.367
461,M,34,4,lower,TRUE,Gerald Cruz-Macapagal,construction_worker,Cruz-Macapagal,resC,construction_site,100801.62,865.33,53.82,Keep steady construction work | Monitor service quality in resC | Share verified updates through school contacts for Cruz-Macapagal household,0.445,0.421,0.507,0.766,0.627,0.386,0.075
462,M,61,4,upper,TRUE,Daniel Cruz-Javier,private_sector_manager,Cruz-Javier,resA,business_district,439648.05,9387.21,44.34,Meet team and business targets | Monitor safety reports in resA | Share verified updates at the market for Cruz-Javier household,0.533,0.367,0.693,0.600,0.766,0.550,0.279
463,M,67,1,upper,TRUE,Lando Rizal,elder_retiree,Rizal,resA,residential_area,770913.92,2581.79,47.03,Protect household routines | Monitor medicine availability in resA | Share verified updates with neighbors for Rizal household,0.694,0.325,0.480,0.676,0.523,0.517,0.324
464,F,23,2,upper,TRUE,Daisy Enriquez,business_owner,Enriquez,resA,business_district,816033.68,12000.00,69.44,Protect business reputation | Monitor school attendance in resA | Share verified updates at the market for Enriquez household,0.524,0.305,0.646,0.335,0.611,0.490,0.028
465,F,18,2,upper,TRUE,Isabel Salazar-Luna,student,Salazar-Luna,resA,school,377897.30,0.00,67.78,Finish school requirements | Monitor transport rumors in resA | Share verified updates at community meetings for Salazar-Luna household,0.599,0.257,0.407,0.653,0.593,0.399,0.333
466,M,28,1,lower,TRUE,Hernando Rizal,construction_worker,Rizal,resC,construction_site,156931.80,651.19,59.84,Keep steady construction work | Monitor health-center queues in resC | Share verified updates during barangay visits for Rizal household,0.514,0.119,0.404,0.640,0.494,0.460,0.271
467,F,80,4,middle,TRUE,Michelle Salazar,councilor,Salazar,resC,city_hall,159957.80,2374.15,64.39,Serve district requests | Monitor budget gossip in resC | Share verified updates through family chats for Salazar-Angeles household,0.494,0.566,0.797,0.897,0.940,0.665,0.577
468,M,27,5,lower,TRUE,Mateo Ferrer,teacher,Ferrer,resC,school,96299.83,1022.97,52.69,Support student learning | Monitor transport rumors in resC | Share verified updates during commute routes for Ferrer household,0.769,0.246,0.556,0.517,0.875,0.929,0.691
469,M,45,4,middle,TRUE,Lorenzo Tuazon,civil_servant_admin,Tuazon,resB,municipal_hall,358209.19,1298.55,44.83,Keep public records accurate | Monitor election promises in resB | Share verified updates at the market for Tuazon household,0.711,0.498,0.294,0.724,0.839,0.140,0.269
470,M,40,1,lower,TRUE,Ramon Go,construction_worker,Go,resC,construction_site,143762.93,470.10,58.51,Keep steady construction work | Monitor transport rumors in resC | Share verified updates at community meetings for Go household,0.615,0.247,0.357,0.579,0.550,0.312,0.548
471,F,68,2,upper,TRUE,Yolanda Salazar-Luna,property_owner_retiree,Salazar-Luna,resA,residential_area,548660.63,5906.62,44.41,Protect family assets and routines | Monitor barangay aid lists in resA | Share verified updates through school contacts for Salazar-Luna household,0.490,0.221,0.461,0.540,0.665,0.561,0.258
472,M,34,4,middle,TRUE,Yohan Cruz-Santos,civil_servant_admin,Cruz-Santos,resB,municipal_hall,199292.49,1374.84,38.16,Keep public records accurate | Monitor barangay aid lists in resB | Share verified updates with neighbors for Cruz-Santos household,0.366,0.427,0.625,0.612,0.753,0.469,0.166
473,F,45,2,lower,TRUE,Camille Ilagan,unemployed_jobseeker,Ilagan,resC,residential_area,124966.15,118.54,53.14,Find stable short-term work | Monitor school attendance in resC | Share verified updates through family chats for Ilagan household,0.408,0.196,0.375,0.482,0.536,0.128,0.000
474,F,29,5,upper,TRUE,Melissa Cruz-Mabini,lawyer,Cruz-Mabini,resA,court_office,811351.98,9086.85,41.07,Protect due process and clients | Monitor construction complaints in resA | Share verified updates at the market for Cruz-Mabini household,0.707,0.082,0.349,0.616,0.884,0.538,0.643
475,F,69,3,upper,TRUE,Urduja Salazar-Escueta,elder_retiree,Salazar-Escueta,resA,residential_area,732932.02,1450.18,78.67,Protect household routines | Monitor medicine availability in resA | Share verified updates during barangay visits for Salazar-Escueta household,0.308,0.182,0.658,0.733,0.448,0.470,0.264
476,F,19,3,upper,TRUE,Wilhelmina Salazar-Roxas,student,Salazar-Roxas,resA,school,397303.32,0.00,66.13,Finish school requirements | Monitor budget gossip in resA | Share verified updates with neighbors for Salazar-Roxas household,0.508,0.211,0.521,0.638,0.375,0.442,0.165
477,F,18,2,upper,TRUE,Socorro Salazar-Co,student,Salazar-Co,resA,school,637936.80,0.00,57.34,Finish school requirements | Monitor safety reports in resA | Share verified updates through school contacts for Salazar-Co household,0.482,0.239,0.460,0.436,0.441,0.520,0.253
478,F,31,2,upper,TRUE,Giselle Cruz-Corpuz,business_owner,Cruz-Corpuz,resA,business_district,361929.62,4936.24,59.94,Protect business reputation | Monitor health-center queues in resA | Share verified updates through school contacts for Cruz-Corpuz household,0.447,0.257,0.611,0.780,0.588,0.602,0.224
479,M,69,4,upper,TRUE,Albert Cruz-Cojuangco,elder_retiree,Cruz-Cojuangco,resA,residential_area,506348.89,1447.49,37.87,Protect household routines | Monitor permit delays in resA | Share verified updates with neighbors for Cruz-Cojuangco household,0.551,0.233,0.529,0.426,0.876,0.546,0.519
480,M,51,3,upper,TRUE,Mark Panganiban,contractor_owner,Panganiban,resA,construction_office,2628620.80,11420.36,77.37,Win and complete project contracts | Monitor road repairs in resA | Share verified updates with neighbors for Panganiban household,0.601,0.640,0.703,0.572,0.702,0.275,0.078
481,F,19,3,upper,TRUE,Cristina Salazar-Hernandez,student,Salazar-Hernandez,resA,school,805715.07,0.00,19.55,Finish school requirements | Monitor medicine availability in resA | Share verified updates through school contacts for Salazar-Hernandez household,0.495,0.236,0.361,0.570,0.720,0.642,0.252
482,M,26,3,lower,TRUE,Ricardo Cruz-Canete,unemployed_jobseeker,Cruz-Canete,resC,residential_area,101740.95,138.71,29.07,Find stable short-term work | Monitor election promises in resC | Share verified updates at community meetings for Cruz-Canete household,0.798,0.415,0.249,0.508,0.534,0.275,0.205
483,F,42,3,upper,TRUE,Bianca Galang,business_owner,Galang,resA,business_district,732079.06,7143.20,53.77,Protect business reputation | Monitor permit delays in resA | Share verified updates at the market for Galang household,0.583,0.252,0.712,0.362,0.591,0.555,0.333
484,M,21,4,upper,TRUE,Zaldy DelRosario,student,DelRosario,resA,school,517862.32,0.00,65.99,Finish school requirements | Monitor medicine availability in resA | Share verified updates during commute routes for DelRosario household,0.373,0.224,0.496,0.543,0.626,0.375,0.329
485,M,24,4,middle,TRUE,Tony Cruz-Sy,civil_servant_admin,Cruz-Sy,resB,municipal_hall,469174.80,1599.24,52.13,Keep public records accurate | Monitor family welfare in resB | Share verified updates during barangay visits for Cruz-Sy household,0.527,0.246,0.558,0.518,0.590,0.782,0.607
486,M,68,2,upper,TRUE,Renato Salazar-Baltazar,elder_retiree,Salazar-Baltazar,resA,residential_area,645649.75,2159.48,74.30,Protect household routines | Monitor barangay aid lists in resA | Share verified updates at community meetings for Salazar-Baltazar household,0.685,0.223,0.439,0.634,0.398,0.372,0.366
487,F,19,3,upper,TRUE,Erika Salazar-David,student,Salazar-David,resA,school,801346.57,0.00,52.28,Finish school requirements | Monitor road repairs in resA | Share verified updates through family chats for Salazar-David household,0.715,0.112,0.380,0.653,0.605,0.306,0.353
488,F,38,5,upper,TRUE,Cely Angeles,private_sector_manager,Angeles,resA,business_district,881210.40,6690.63,45.24,Meet team and business targets | Monitor service quality in resA | Share verified updates through school contacts for Angeles household,0.620,0.425,0.707,0.191,0.822,0.432,0.328
489,M,70,4,upper,TRUE,Victor Gomez,property_owner_retiree,Gomez,resA,residential_area,376694.64,2565.90,71.80,Protect family assets and routines | Monitor service quality in resA | Share verified updates at community meetings for Gomez household,0.791,0.242,0.485,0.624,0.559,0.553,0.346
490,M,76,4,upper,TRUE,Xavier Cruz,councilor,Cruz,resB,city_hall,308550.97,3050.67,71.89,Serve district requests | Monitor medicine availability in resB | Share verified updates through family chats for Salazar-Mabini household,0.488,0.439,0.800,0.903,0.789,0.401,0.712
491,M,26,3,upper,TRUE,Yohan Salazar-Alonzo,business_owner,Salazar-Alonzo,resA,business_district,425433.12,11384.66,51.89,Protect business reputation | Monitor service quality in resA | Share verified updates at the market for Salazar-Alonzo household,0.691,0.405,0.650,0.589,0.664,0.365,0.269
492,M,40,2,lower,TRUE,Quirino Cruz-Velasco,construction_worker,Cruz-Velasco,resC,construction_site,183358.18,495.03,45.23,Keep steady construction work | Monitor budget gossip in resC | Share verified updates through family chats for Cruz-Velasco household,0.687,0.406,0.450,0.596,0.574,0.366,0.214
493,F,64,5,upper,TRUE,Hannah Salazar-Macapagal,private_sector_manager,Salazar-Macapagal,resA,business_district,741806.53,5241.42,56.40,Meet team and business targets | Monitor construction complaints in resA | Share verified updates through coworkers for Salazar-Macapagal household,0.472,0.066,0.619,0.661,0.766,0.665,0.544
494,F,72,4,upper,TRUE,Faith Salazar-Morales,elder_retiree,Salazar-Morales,resA,residential_area,628294.48,1404.00,46.58,Protect household routines | Monitor permit delays in resA | Share verified updates with neighbors for Salazar-Morales household,0.416,0.243,0.577,0.817,0.919,0.437,0.430
495,M,42,2,upper,TRUE,Jerome Castillo,business_owner,Castillo,resA,business_district,712295.73,6603.69,55.93,Protect business reputation | Monitor school attendance in resA | Share verified updates through family chats for Castillo household,0.541,0.324,0.650,0.528,0.641,0.497,0.453
496,F,37,3,upper,TRUE,Giselle Hernandez,market_stall_owner,Hernandez,resA,market,725903.55,4034.60,59.79,Keep market stall profitable | Monitor market prices in resA | Share verified updates with neighbors for Hernandez household,0.724,0.213,0.567,0.427,0.498,0.624,0.477
497,F,44,4,middle,TRUE,Wilhelmina Tuazon,teacher,Tuazon,resB,school,488252.33,1508.81,67.72,Support student learning | Monitor market prices in resB | Share verified updates during commute routes for Tuazon household,0.516,0.175,0.622,0.911,0.681,0.635,0.315
498,M,64,3,upper,TRUE,Ulysses Salazar-Paredes,barangay_kagawad,Salazar-Paredes,resA,barangay_hall,662053.91,1193.91,57.32,Respond to resident concerns | Monitor safety reports in resA | Share verified updates through coworkers for Salazar-Paredes household,0.471,0.451,0.631,0.543,0.820,0.144,0.262
499,F,41,2,upper,TRUE,Lara Ong,market_stall_owner,Ong,resA,market,802507.04,4130.68,55.41,Keep market stall profitable | Monitor road repairs in resA | Share verified updates at community meetings for Ong household,0.787,0.357,0.396,0.487,0.389,0.859,0.457
500,M,18,2,upper,TRUE,Vicente Cruz-Macaraeg,student,Cruz-Macaraeg,resA,school,566051.69,0.00,44.14,Finish school requirements | Monitor election promises in resA | Share verified updates during barangay visits for Cruz-Macaraeg household,0.516,0.190,0.551,0.538,0.586,0.437,0.254
