agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,36,4,upper,TRUE,Alfredo Ocampo,mayor,,resA,munhall,889459,2608.78,41.04,Win re-election | Build road to farm area | Increase family wealth | Fund school renovation,0.478,0.474,0.733,0.605,0.631,0.275,-0.034
2,M,52,5,upper,TRUE,Juan Navarro,vice_mayor,Aquino,resA,munhall,629373.01,2248.69,43.58,Audit infrastructure contracts | Run for mayor | Build political base,0.637,0.697,0.506,0.484,0.68,0.282,0.845
138,F,52,3,lower,TRUE,Cristina Gonzales,vendor,,resC,market,24758.23,286.48,62.87,Increase household income | Protect family welfare | Improve social standing,0.697,0.493,0.723,0.261,0.339,0.71,0.004
139,F,35,2,lower,TRUE,Teresita Santos,vendor,,resC,market,20524.36,329.62,68.82,Increase household income | Protect family welfare | Improve social standing,0.535,0.395,0.532,0.501,0.433,0.764,-0.026
140,M,65,2,mid,TRUE,Vicente Valdez,business_owner,,resB,market,158422.83,1230.96,60.92,Increase household income | Protect family welfare | Improve social standing,0.557,0.354,0.631,0.19,0.701,0.51,0.111
141,F,38,2,mid,TRUE,Ofelia Flores,business_owner,,resB,market,176056.12,902.97,51.16,Increase household income | Protect family welfare | Improve social standing,0.51,0.604,0.634,0.461,0.476,0.497,0.079
142,M,40,4,mid,TRUE,Ulysses Padilla,business_owner,,resB,market,147697.03,1076.43,63.76,Increase household income | Protect family welfare | Improve social standing,0.681,0.484,0.497,0.562,0.412,0.43,0.067
143,F,53,3,mid,TRUE,Wilhelmina Ferrer,business_owner,,resB,market,169773.51,1062.73,64.77,Increase household income | Protect family welfare | Improve social standing,0.435,0.641,0.686,0.618,0.605,0.33,0.142
144,M,56,4,mid,TRUE,Juan Lopez,business_owner,,resB,market,115840.61,1379.43,69.03,Increase household income | Protect family welfare | Improve social standing,0.354,0.472,0.596,0.634,0.744,0.578,-0.085
145,F,25,4,mid,TRUE,Maribel Aguilar,business_owner,,resB,market,100025.83,1635.12,40.54,Increase household income | Protect family welfare | Improve social standing,0.596,0.735,0.569,0.311,0.3,0.539,0.181
146,F,47,2,mid,TRUE,Maribel Tan,business_owner,,resB,market,93436.19,1260.89,50.79,Increase household income | Protect family welfare | Improve social standing,0.422,0.28,0.512,0.567,0.547,0.61,0.008
147,M,39,2,mid,TRUE,Ulysses Macaraeg,business_owner,,resB,market,143677.94,1666.23,60.27,Increase household income | Protect family welfare | Improve social standing,0.624,0.426,0.435,0.599,0.615,0.583,0.025
148,F,28,2,mid,TRUE,Daisy Salazar,business_owner,,resB,market,206045.29,1140.14,57.17,Increase household income | Protect family welfare | Improve social standing,0.588,0.347,0.471,0.312,0.587,0.778,-0.05
149,M,58,2,mid,TRUE,Ramon Flores,business_owner,,resB,market,215929.82,1366.22,41.7,Increase household income | Protect family welfare | Improve social standing,0.627,0.788,0.976,0.477,0.317,0.457,-0.098
150,M,51,4,mid,TRUE,Noel Mercado,business_owner,,resB,market,103983.6,1224.37,40.23,Increase household income | Protect family welfare | Improve social standing,0.678,0.51,0.455,0.649,0.496,0.32,0.065
151,M,40,3,mid,TRUE,Vicente Dela Cruz,business_owner,,resB,market,164083.49,1256.06,45.21,Increase household income | Protect family welfare | Improve social standing,0.528,0.496,0.687,0.293,0.714,0.191,-0.042
152,M,42,3,mid,TRUE,Bernardo Magno,business_owner,,resB,market,183607.39,962.08,70.04,Increase household income | Protect family welfare | Improve social standing,0.393,0.61,0.181,0.319,0.634,0.725,0.128
153,M,31,4,mid,TRUE,Crisanto Magno,business_owner,,resB,market,77642.53,1041.12,43.34,Increase household income | Protect family welfare | Improve social standing,0.519,0.507,0.684,0.655,0.36,0.606,0.058
154,M,63,3,mid,TRUE,Ramon Lim,business_owner,,resB,market,183485.52,1552.09,40.55,Increase household income | Protect family welfare | Improve social standing,0.455,0.838,0.551,0.389,0.388,0.441,-0.038
155,M,40,2,mid,TRUE,Tony Guevarra,business_owner,,resB,market,150773.97,1090.24,74.6,Increase household income | Protect family welfare | Improve social standing,0.558,0.595,0.676,0.372,0.707,0.418,0.117
156,M,53,3,mid,TRUE,Xavier Castro,business_owner,,resB,market,123812.24,1451.58,67.42,Increase household income | Protect family welfare | Improve social standing,0.507,0.559,0.437,0.373,0.274,0.277,0.035
157,F,38,3,mid,TRUE,Fely Dela Cruz,business_owner,,resB,market,170143.31,1257.06,64.91,Increase household income | Protect family welfare | Improve social standing,0.406,0.301,0.779,0.607,0.67,0.274,0.09
158,M,23,4,mid,TRUE,Ernesto Tan,business_owner,,resB,market,101722.62,1280.37,54.28,Increase household income | Protect family welfare | Improve social standing,0.629,0.504,0.524,0.592,0.665,0.571,-0.092
159,M,35,3,mid,TRUE,Noel Salazar,business_owner,,resB,market,179797.84,1193.19,58.24,Increase household income | Protect family welfare | Improve social standing,0.515,0.482,0.377,0.634,0.57,0.31,0.106
160,M,26,3,mid,TRUE,Pedro Pascual,business_owner,,resB,market,210020.03,1090.3,57.35,Increase household income | Protect family welfare | Improve social standing,0.555,0.572,0.579,0.625,0.629,0.361,0.085
161,F,30,3,mid,TRUE,Pacita Castro,business_owner,,resB,market,218710.08,782.1,44.76,Increase household income | Protect family welfare | Improve social standing,0.397,0.681,0.645,0.374,0.46,0.738,-0.004
162,M,54,2,mid,TRUE,Diosdado Mercado,business_owner,,resB,market,151848.6,1394.04,68.58,Increase household income | Protect family welfare | Improve social standing,0.885,0.413,0.54,0.723,0.404,0.511,0.018
163,F,61,3,mid,TRUE,Corazon Rizal,business_owner,,resB,market,172272.87,839.5,42.42,Increase household income | Protect family welfare | Improve social standing,0.609,0.732,0.838,0.541,0.696,0.464,0.154
164,F,44,4,mid,TRUE,Ana Ong,business_owner,,resB,market,106843.61,1047.47,58.7,Increase household income | Protect family welfare | Improve social standing,0.463,0.608,0.689,0.63,0.483,0.614,0.177
165,F,59,3,mid,TRUE,Remedios Guevarra,business_owner,,resB,market,137677.84,1096.28,61.44,Increase household income | Protect family welfare | Improve social standing,0.418,0.238,0.324,0.315,0.688,0.572,0.069
166,F,27,3,mid,TRUE,Rosa Magno,business_owner,,resB,market,157009.32,1390.42,56.21,Increase household income | Protect family welfare | Improve social standing,0.554,0.542,0.644,0.745,0.386,0.418,0.104
167,M,46,4,mid,TRUE,Yohan Tan,business_owner,,resB,market,133282.24,1404.01,47.24,Increase household income | Protect family welfare | Improve social standing,0.623,0.595,0.672,0.482,0.677,0.47,0.045
168,F,39,4,mid,TRUE,Ximena Navarro,business_owner,,resB,market,178527.79,761.47,65.92,Increase household income | Protect family welfare | Improve social standing,0.541,0.519,0.592,0.469,0.56,0.56,0.055
169,F,31,3,mid,TRUE,Lita Macaraeg,business_owner,,resB,market,130008.04,1112.87,60.73,Increase household income | Protect family welfare | Improve social standing,0.517,0.652,0.686,0.697,0.567,0.515,0.017
170,F,55,4,mid,TRUE,Socorro Co,teacher,,resB,school,91944.48,525.54,62.37,Deliver quality lessons | Resist political pressure,0.894,0.681,0.551,0.623,0.387,0.731,0.079
171,F,62,4,mid,TRUE,Annaliza Manalo,teacher,,resB,school,86930.64,621.78,44.13,Deliver quality lessons | Resist political pressure,0.767,0.328,0.592,0.284,0.439,0.898,-0.008
172,F,38,5,lower,TRUE,Nena Co,teacher,,resB,school,40634.4,328.42,59.42,Deliver quality lessons | Resist political pressure,0.579,0.54,0.428,0.564,0.348,0.526,0.047
173,F,54,4,mid,TRUE,Imelda Dizon,teacher,,resB,school,65316.88,650.3,64.85,Deliver quality lessons | Resist political pressure,0.815,0.449,0.55,0.639,0.298,0.618,0.033
174,F,41,4,mid,TRUE,Yolanda Mercado,teacher,,resB,school,62070.43,602.82,60.04,Deliver quality lessons | Resist political pressure,0.755,0.522,0.437,0.754,0.264,0.597,-0.02
175,M,25,4,mid,TRUE,Isidro Tolentino,teacher,,resB,school,91474.4,612.57,70.18,Deliver quality lessons | Resist political pressure,0.681,0.655,0.481,0.282,0.505,1,-0.074
176,F,28,5,mid,TRUE,Natividad Dizon,teacher,,resB,school,90548.62,466.63,59.95,Deliver quality lessons | Resist political pressure,0.539,0.224,0.378,0.399,0.304,0.525,0.06
177,F,62,4,mid,TRUE,Josefa Flores,teacher,,resB,school,80009.14,517.61,42.08,Deliver quality lessons | Resist political pressure,0.318,0.337,0.179,0.471,0.532,0.626,-0.017
178,M,23,5,mid,TRUE,Joselito Soriano,teacher,,resB,school,78179.76,682.17,55.82,Deliver quality lessons | Resist political pressure,0.582,0.227,0.516,0.275,0.304,0.713,0.09
179,F,22,5,mid,TRUE,Herminia Guevarra,teacher,,resB,school,83802.63,571.01,74.03,Deliver quality lessons | Resist political pressure,0.545,0.211,0.333,0.549,0.237,0.551,0.09
180,F,58,5,mid,TRUE,Rosa Ramos,teacher,,resB,school,95860.25,487.23,71.3,Deliver quality lessons | Resist political pressure,0.729,0.344,0.446,0.61,0.424,0.677,0.129
181,M,23,5,mid,TRUE,Manny Dela Cruz,teacher,,resB,school,106129.03,510.83,50.57,Deliver quality lessons | Resist political pressure,0.729,0.462,0.052,0.626,0.055,0.917,0.162
182,F,26,4,mid,TRUE,Cristina Jacinto,teacher,,resB,school,82178.04,716.21,64.63,Deliver quality lessons | Resist political pressure,0.425,0.734,0.576,0.63,0.421,0.919,-0.1
183,F,41,5,mid,TRUE,Corazon Manalo,teacher,,resB,school,69289.39,608.06,43.13,Deliver quality lessons | Resist political pressure,0.632,0.506,0.458,0.563,0.648,0.522,0.142
184,F,27,5,mid,TRUE,Yolanda Mendoza,teacher,,resB,school,101705.01,606.17,55.4,Deliver quality lessons | Resist political pressure,0.687,0.252,0.816,0.85,0.615,0.844,0.117
185,F,56,5,mid,TRUE,Rosa Mabini,teacher,,resB,school,76753.88,640.35,49.69,Deliver quality lessons | Resist political pressure,0.709,0.536,0.503,0.3,0.212,0.957,-0.075
186,F,58,4,mid,TRUE,Cristina Reyes,teacher,,resB,school,85618.46,461.04,48.38,Deliver quality lessons | Resist political pressure,0.722,0.428,0.424,0.44,0.332,0.836,0.016
187,F,22,4,mid,TRUE,Ligaya Mendoza,teacher,,resB,school,69594.32,476.17,73.41,Deliver quality lessons | Resist political pressure,0.998,0.471,0.701,0.72,0.37,0.64,0.131
188,F,35,4,mid,TRUE,Ofelia Dela Cruz,teacher,,resB,school,59882.61,663.06,42.88,Deliver quality lessons | Resist political pressure,0.701,0.513,0.544,0.327,0.378,0.572,0.061
189,M,33,4,mid,TRUE,Lando Dela Cruz,teacher,,resB,school,91485.25,495.72,42.31,Deliver quality lessons | Resist political pressure,0.549,0.493,0.566,0.326,0.335,0.835,0.11
190,F,40,5,mid,TRUE,Esperanza Ong,teacher,,resB,school,81078.6,611.4,44.8,Deliver quality lessons | Resist political pressure,0.716,0.466,0.462,0.467,0.389,0.51,-0.097
191,F,22,5,mid,TRUE,Zenaida Domingo,teacher,,resB,school,84197.05,540.32,42.24,Deliver quality lessons | Resist political pressure,0.833,0.687,0.463,0.811,0.505,0.664,0.114
192,F,18,4,mid,TRUE,Ana Magno,teacher,,resB,school,58517.27,542.6,47.99,Deliver quality lessons | Resist political pressure,0.537,0.636,0.369,0.441,0.498,0.77,0.053
193,M,38,5,mid,TRUE,Ramon Macaraeg,teacher,,resB,school,75090.22,486.15,47.86,Deliver quality lessons | Resist political pressure,0.429,0.754,0.665,0.844,0.764,0.76,-0.026
194,M,38,4,mid,TRUE,Bernardo Navarro,teacher,,resB,school,85434.67,591.4,56.28,Deliver quality lessons | Resist political pressure,0.526,0.627,0.577,0.446,0.642,0.301,-0.015
195,M,33,4,mid,TRUE,Pedro Ocampo,teacher,,resB,school,65331.19,549.18,67.04,Deliver quality lessons | Resist political pressure,0.75,0.505,0.382,0.45,0.38,0.583,-0.041
196,F,33,5,mid,TRUE,Luzviminda Garcia,teacher,,resB,school,80817.26,522.39,65.83,Deliver quality lessons | Resist political pressure,0.835,0.528,0.348,0.326,0.635,0.708,-0.008
197,F,50,4,mid,TRUE,Violeta Lopez,teacher,,resB,school,52754.94,688.35,56.05,Deliver quality lessons | Resist political pressure,0.732,0.486,0.492,0.544,0.534,0.988,0.124
198,F,32,4,mid,TRUE,Gloria Gonzales,teacher,,resB,school,93397.97,564.18,69.12,Deliver quality lessons | Resist political pressure,0.605,0.471,0.458,0.432,0.424,0.983,-0.002
199,F,25,4,lower,TRUE,Esperanza Jacinto,teacher,,resB,school,42203.44,553.71,47.27,Deliver quality lessons | Resist political pressure,0.687,0.305,0.55,0.574,0.35,0.732,-0.008
200,F,29,4,mid,TRUE,Violeta Valdez,teacher,,resB,school,70472.62,395.95,53.87,Deliver quality lessons | Resist political pressure,0.572,0.721,0.417,0.437,0.553,0.633,-0.085
201,F,61,4,mid,TRUE,Ligaya Lopez,teacher,,resB,school,104202.56,652.68,47.78,Deliver quality lessons | Resist political pressure,0.472,0.435,0.558,0.539,0.521,0.627,-0.041
202,F,54,5,mid,TRUE,Violeta Salazar,teacher,,resB,school,86438.16,536.94,41.49,Deliver quality lessons | Resist political pressure,0.704,0.507,0.633,0.407,0.725,0.936,0.038
203,F,44,5,mid,TRUE,Nena Dela Cruz,teacher,,resB,school,82961.88,585.79,61.67,Deliver quality lessons | Resist political pressure,0.874,0.542,0.549,0.592,0.547,0.812,-0.026
204,F,52,5,mid,TRUE,Socorro Macaraeg,teacher,,resB,school,88595.34,465.19,74.63,Deliver quality lessons | Resist political pressure,0.635,0.58,0.597,0.796,0.291,0.666,0.135
205,M,32,4,mid,TRUE,Tony Aguilar,teacher,,resB,school,80929.66,572.65,74.7,Deliver quality lessons | Resist political pressure,0.501,0.498,0.556,0.619,0.562,1,0.059
206,M,29,4,mid,TRUE,Lando Tolentino,teacher,,resB,school,85547.04,752.03,67.91,Deliver quality lessons | Resist political pressure,0.585,0.402,0.635,0.194,0.972,0.873,0.006
207,M,49,5,mid,TRUE,Gregorio Salazar,teacher,,resB,school,72434.12,581.73,73.19,Deliver quality lessons | Resist political pressure,0.548,0.723,0.373,0.656,0.46,0.566,0.151
208,M,38,4,mid,TRUE,Jose Flores,teacher,,resB,school,59511.3,504.71,51.93,Deliver quality lessons | Resist political pressure,0.7,0.512,0.476,0.482,0.367,0.719,-0.047
209,F,26,4,mid,TRUE,Ximena Rizal,teacher,,resB,school,54919.96,736.15,53.85,Deliver quality lessons | Resist political pressure,0.364,0.327,0.544,0.213,0.744,0.407,-0.07
210,F,62,5,mid,TRUE,Corazon Castro,teacher,,resB,school,82455.89,544.66,60.61,Deliver quality lessons | Resist political pressure,0.861,0.447,0.681,0.851,0.38,0.377,-0.047
211,F,54,4,mid,TRUE,Luzviminda Flores,teacher,,resB,school,99951.95,621.95,72.24,Deliver quality lessons | Resist political pressure,0.602,0.138,0.642,0.453,0.888,0.686,0.19
212,F,31,4,mid,TRUE,Lita Co,teacher,,resB,school,89721.05,492.74,65.53,Deliver quality lessons | Resist political pressure,0.621,0.553,0.425,0.608,0.247,0.409,0.001
213,F,48,4,mid,TRUE,Esperanza Valdez,teacher,,resB,school,93083.25,538.13,53.25,Deliver quality lessons | Resist political pressure,0.647,0.572,0.648,0.501,0.457,0.307,0.064
214,M,23,5,mid,TRUE,Ernesto Bonifacio,teacher,,resB,school,87003.22,668.05,65.62,Deliver quality lessons | Resist political pressure,0.909,0.63,0.463,0.626,0.556,0.682,0.064
215,F,64,5,mid,TRUE,Natividad Lim,teacher,,resB,school,92697.36,623.69,74.1,Deliver quality lessons | Resist political pressure,0.833,0.354,0.302,0.591,0.375,0.6,0.023
216,F,19,4,mid,TRUE,Esperanza Rizal,teacher,,resB,school,68743.6,629.36,63.17,Deliver quality lessons | Resist political pressure,0.654,0.548,0.242,0.375,0.581,0.817,0.08
217,M,41,4,mid,TRUE,Yohan Santos,teacher,,resB,school,76522.51,570.35,59.04,Deliver quality lessons | Resist political pressure,0.634,0.56,0.572,0.393,0.361,0.804,-0.045
218,M,55,4,mid,TRUE,Bernardo Garcia,teacher,,resB,school,76852.76,570.59,52.03,Deliver quality lessons | Resist political pressure,0.636,0.667,0.518,0.617,0.732,0.795,0.062
219,M,50,4,mid,TRUE,Rodel Valdez,teacher,,resB,school,92556.89,538.41,42.76,Deliver quality lessons | Resist political pressure,0.8,0.267,0.338,0.591,0.614,0.574,0.171
220,M,34,5,mid,TRUE,Ramon Dela Cruz,teacher,,resB,school,95994.98,593.71,74.9,Deliver quality lessons | Resist political pressure,0.852,0.883,0.769,0.453,0.61,0.812,0.088
221,F,27,4,mid,TRUE,Fely Macaraeg,teacher,,resB,school,84769.87,491.18,58.29,Deliver quality lessons | Resist political pressure,0.535,0.598,0.444,0.607,0.205,0.779,0.026
222,F,57,5,mid,TRUE,Ana Pascual,teacher,,resB,school,68993.94,513.87,56.56,Deliver quality lessons | Resist political pressure,0.699,0.241,0.708,0.271,0.585,0.618,-0.048
223,F,62,4,mid,TRUE,Imelda Gonzales,teacher,,resB,school,107438.5,618.7,50.61,Deliver quality lessons | Resist political pressure,0.753,0.414,0.519,0.747,0.781,0.547,-0.016
224,F,51,5,mid,TRUE,Nena Domingo,teacher,,resB,school,93713.21,645.96,71.97,Deliver quality lessons | Resist political pressure,0.573,0.735,0.52,0.37,0.473,0.497,0.022
225,F,20,5,mid,TRUE,Nena Ong,teacher,,resB,school,71582.25,579.33,70.63,Deliver quality lessons | Resist political pressure,0.664,0.447,0.462,0.352,0.535,0.521,-0.04
226,M,55,5,mid,TRUE,Salvador Villanueva,teacher,,resB,school,94214.2,614.74,60.79,Deliver quality lessons | Resist political pressure,0.616,0.385,0.579,0.341,0.449,0.642,-0.047
227,F,31,5,mid,TRUE,Wilhelmina Domingo,teacher,,resB,school,95841.38,489.4,47.5,Deliver quality lessons | Resist political pressure,0.711,0.401,0.532,0.443,0.547,0.708,-0.034
228,F,63,5,mid,TRUE,Ximena Manalo,teacher,,resB,school,78426.07,593.81,48.83,Deliver quality lessons | Resist political pressure,0.909,0.533,0.502,0.48,0.684,0.586,0.142
229,M,53,5,mid,TRUE,Pablo Jacinto,teacher,,resB,school,78429,595.08,74.98,Deliver quality lessons | Resist political pressure,0.749,0.366,0.525,0.625,0.292,0.673,0.19
230,F,21,5,mid,TRUE,Pacita Jacinto,nurse,,resB,hospital,63867.68,406.59,50.46,Treat patients | Report supply shortages,0.692,0.534,0.714,0.484,0.575,0.661,-0.055
231,F,63,4,mid,TRUE,Daisy Rizal,nurse,,resB,hospital,68678.37,457.73,74.82,Treat patients | Report supply shortages,0.672,0.526,0.374,0.502,0.627,0.666,0.145
232,F,53,4,mid,TRUE,Remedios Luna,nurse,,resB,hospital,75414.52,519,43.42,Treat patients | Report supply shortages,0.721,0.181,0.416,0.343,0.662,0.513,-0.062
233,M,55,4,mid,TRUE,Rolando Aquino,nurse,,resB,hospital,69336.09,608.29,69.79,Treat patients | Report supply shortages,0.769,0.575,0.495,0.372,0.532,0.619,0.041
234,M,47,4,mid,TRUE,Quirino Castro,nurse,,resB,hospital,75215.83,585.56,54.32,Treat patients | Report supply shortages,0.348,0.499,0.407,0.585,0.778,0.848,0.071
235,F,23,4,mid,TRUE,Ximena Rizal,nurse,,resB,hospital,67008.68,667.18,45.9,Treat patients | Report supply shortages,0.681,0.329,0.436,0.431,0.49,0.739,0.129
236,F,18,4,mid,TRUE,Imelda Gregorio,nurse,,resB,hospital,94082.14,504.42,66.49,Treat patients | Report supply shortages,0.507,0.568,0.486,0.502,0.262,0.699,0.059
237,F,45,4,mid,TRUE,Remedios Salazar,nurse,,resB,hospital,98026.72,598.3,55.96,Treat patients | Report supply shortages,0.743,0.409,0.642,0.607,0.481,0.802,0.056
238,F,41,4,mid,TRUE,Urduja Rizal,nurse,,resB,hospital,69090.12,513.26,65.69,Treat patients | Report supply shortages,0.589,0.575,0.818,0.392,0.411,0.812,0.077
239,F,48,4,mid,TRUE,Herminia Gregorio,nurse,,resB,hospital,88218.36,563.25,54.59,Treat patients | Report supply shortages,0.643,0.685,0.963,0.646,0.385,0.564,0.014
